City,State,Latitude,Longitude,Elevation,Scenario/Code,Scenario/Year,Datetime,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity,Atmospheric Station Pressure,Horizontal Infrared Radiation Intensity,Direct Normal Radiation,Diffuse Horizontal Radiation,Wind Direction,Wind Speed,Total Sky Cover,Opaque Sky Cover
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T00:00:00.000000,24.2,23.4,95,99014,416,0,0,11,1.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T01:00:00.000000,23.5,22.6,95,99014,398,0,0,104,0.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T02:00:00.000000,23.7,22.6,94,99014,404,0,0,128,0.4,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T03:00:00.000000,23.5,22.6,95,99014,407,0,0,14,0.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T04:00:00.000000,23.4,22.6,95,99014,406,0,0,18,1.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T05:00:00.000000,22.4,22.0,98,99077,415,0,0,1,1.4,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T06:00:00.000000,22.0,22.0,100,99085,409,100,24,346,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T07:00:00.000000,23.0,23.0,100,99092,406,163,76,343,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T08:00:00.000000,24.0,24.0,100,99099,405,101,132,334,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T09:00:00.000000,25.0,24.0,94,99099,416,124,184,337,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T10:00:00.000000,25.0,24.0,94,99114,419,197,250,340,3.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T11:00:00.000000,27.0,24.0,84,99129,425,286,317,330,3.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T12:00:00.000000,29.0,24.0,74,99136,424,346,323,320,3.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T13:00:00.000000,30.0,24.0,70,99143,425,503,256,300,4.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T14:00:00.000000,31.0,25.0,70,99136,427,709,158,300,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T15:00:00.000000,30.0,25.0,75,99143,415,713,96,300,2.6,5,5
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T16:00:00.000000,31.0,25.0,70,99150,420,641,73,300,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T17:00:00.000000,32.0,25.0,67,99136,417,536,45,300,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T18:00:00.000000,30.0,25.0,75,99121,410,0,16,319,0.0,5,5
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T19:00:00.000000,28.0,24.0,79,99085,409,0,0,322,0.0,5,5
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T20:00:00.000000,23.0,18.8,77,99085,411,0,0,339,0.0,7,7
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T21:00:00.000000,26.8,22.6,78,99085,413,0,0,0,2.1,7,7
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T22:00:00.000000,25.8,22.5,82,99085,409,0,0,16,2.2,8,8
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-01T23:00:00.000000,24.0,22.2,90,99085,412,0,0,18,2.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T00:00:00.000000,23.8,22.3,91,99085,415,0,0,32,1.7,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T01:00:00.000000,23.5,22.1,92,99085,409,0,0,20,1.7,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T02:00:00.000000,23.4,22.0,92,99085,404,0,0,17,1.7,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T03:00:00.000000,22.9,21.7,93,99085,412,0,0,13,1.6,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T04:00:00.000000,22.7,21.7,94,99085,407,0,0,3,1.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T05:00:00.000000,22.4,21.5,95,99085,406,0,0,350,1.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T06:00:00.000000,23.0,23.0,100,99085,398,65,28,344,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T07:00:00.000000,23.0,23.0,100,99085,402,144,98,344,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T08:00:00.000000,23.0,23.0,100,99099,402,247,189,357,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T09:00:00.000000,25.0,22.0,83,99114,410,475,224,353,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T10:00:00.000000,27.0,23.0,79,99114,417,665,197,344,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T11:00:00.000000,27.0,23.0,79,99107,401,650,212,30,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T12:00:00.000000,26.0,17.1,58,99114,408,566,228,30,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T13:00:00.000000,27.0,17.5,56,99114,420,383,191,30,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T14:00:00.000000,27.0,18.0,58,99129,428,212,149,320,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T15:00:00.000000,29.0,24.0,74,99129,428,308,134,60,3.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T16:00:00.000000,29.0,24.0,74,99136,423,420,123,340,4.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T17:00:00.000000,30.0,24.0,70,99114,413,413,73,310,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T18:00:00.000000,27.0,24.0,84,99107,418,0,18,20,2.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T19:00:00.000000,26.0,24.0,89,99092,404,0,0,40,1.5,5,5
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T20:00:00.000000,24.0,23.0,94,99092,401,0,0,21,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T21:00:00.000000,25.6,23.2,87,99092,400,0,0,27,1.9,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T22:00:00.000000,24.5,22.5,89,99092,400,0,0,35,2.2,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-02T23:00:00.000000,23.7,22.3,92,99092,398,0,0,40,2.4,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T00:00:00.000000,23.6,22.4,93,99092,404,0,0,35,2.4,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T01:00:00.000000,23.3,22.1,93,99092,409,0,0,37,2.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T02:00:00.000000,23.0,22.0,94,99092,407,0,0,34,1.7,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T03:00:00.000000,22.6,21.6,94,99092,403,0,0,30,1.8,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T04:00:00.000000,22.7,21.9,95,99092,392,0,0,29,1.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T05:00:00.000000,22.5,22.0,97,99085,394,0,0,28,1.7,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T06:00:00.000000,23.0,23.0,100,99085,389,192,25,40,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T07:00:00.000000,23.0,23.0,100,99085,385,362,82,31,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T08:00:00.000000,23.0,23.0,100,99099,387,363,162,26,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T09:00:00.000000,25.0,23.0,89,99114,417,330,211,18,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T10:00:00.000000,27.0,24.0,84,99121,415,382,226,20,0.0,8,8
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T11:00:00.000000,28.0,24.0,79,99143,421,398,263,14,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T12:00:00.000000,31.0,25.0,70,99143,424,452,245,3,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T13:00:00.000000,31.0,25.0,70,99143,428,513,208,350,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T14:00:00.000000,31.0,25.0,70,99150,419,449,189,340,2.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T15:00:00.000000,32.0,24.0,63,99136,426,397,144,20,1.5,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T16:00:00.000000,30.0,24.0,70,99136,424,272,111,20,2.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T17:00:00.000000,30.0,24.0,70,99114,421,266,70,20,3.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T18:00:00.000000,27.0,24.0,84,99114,421,0,21,10,2.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T19:00:00.000000,27.0,24.0,84,99071,410,0,0,360,2.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T20:00:00.000000,21.0,21.0,100,99071,410,0,0,41,6.2,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T21:00:00.000000,25.2,23.2,89,99071,405,0,0,38,2.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T22:00:00.000000,24.4,22.5,89,99071,407,0,0,36,2.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-03T23:00:00.000000,23.2,22.0,93,99071,401,0,0,34,2.3,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T00:00:00.000000,23.0,22.0,94,99071,397,0,0,25,2.6,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T01:00:00.000000,22.7,21.6,94,99071,398,0,0,17,2.4,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T02:00:00.000000,22.8,21.7,94,99071,400,0,0,10,2.1,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T03:00:00.000000,22.7,21.6,94,99071,396,0,0,359,1.9,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T04:00:00.000000,22.7,21.9,95,99071,393,0,0,359,1.6,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T05:00:00.000000,22.1,21.8,98,99077,391,0,0,5,1.4,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T06:00:00.000000,22.0,22.0,100,99085,388,181,24,357,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T07:00:00.000000,23.0,23.0,100,99092,390,371,77,0,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T08:00:00.000000,24.0,24.0,100,99099,394,320,158,0,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T09:00:00.000000,25.0,24.0,94,99107,404,306,217,353,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T10:00:00.000000,26.0,24.0,89,99129,417,317,260,350,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T11:00:00.000000,29.0,24.0,74,99129,419,434,268,351,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T12:00:00.000000,29.0,24.0,74,99136,424,648,231,350,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T13:00:00.000000,30.0,24.0,70,99136,421,532,238,354,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T14:00:00.000000,30.0,24.0,70,99136,421,351,225,0,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T15:00:00.000000,30.0,24.0,70,99129,433,388,158,354,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T16:00:00.000000,29.0,24.0,74,99121,424,484,95,2,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T17:00:00.000000,28.0,24.0,79,99129,418,463,50,357,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T18:00:00.000000,29.0,22.0,66,99121,414,0,16,328,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T19:00:00.000000,28.0,24.0,79,99114,409,0,0,284,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T20:00:00.000000,27.0,26.0,94,99114,414,0,0,335,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T21:00:00.000000,26.1,22.8,82,99114,413,0,0,62,0.5,8,8
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T22:00:00.000000,25.9,22.8,83,99114,408,0,0,59,1.0,8,8
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-04T23:00:00.000000,24.5,22.2,87,99114,404,0,0,66,1.2,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T00:00:00.000000,24.5,22.2,87,99114,417,0,0,51,1.4,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T01:00:00.000000,24.3,22.0,87,99114,413,0,0,32,1.5,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T02:00:00.000000,24.1,21.8,87,99114,415,0,0,17,1.5,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T03:00:00.000000,24.0,21.8,88,99114,416,0,0,359,1.7,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T04:00:00.000000,23.5,21.4,88,99114,411,0,0,344,1.7,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T05:00:00.000000,23.0,21.5,91,99085,412,0,0,334,1.5,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T06:00:00.000000,23.0,23.0,100,99092,408,80,19,328,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T07:00:00.000000,24.0,24.0,100,99099,408,115,78,295,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T08:00:00.000000,25.0,24.0,94,99099,406,95,157,302,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T09:00:00.000000,25.0,24.0,94,99129,414,195,224,332,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T10:00:00.000000,29.0,25.0,79,99129,409,253,270,333,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T11:00:00.000000,29.0,24.0,74,99136,415,380,248,334,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T12:00:00.000000,30.0,24.0,70,99136,413,601,211,311,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T13:00:00.000000,30.0,24.0,70,99121,417,469,220,319,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T14:00:00.000000,28.0,19.0,58,99099,415,324,191,300,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T15:00:00.000000,25.0,16.7,60,99114,436,413,145,60,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T16:00:00.000000,27.0,18.6,60,99129,425,427,119,331,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T17:00:00.000000,29.0,24.0,74,99136,420,351,73,319,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T18:00:00.000000,30.0,24.0,70,99107,415,0,22,307,0.0,5,5
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T19:00:00.000000,26.0,25.0,94,99078,409,0,0,347,0.0,3,3
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T20:00:00.000000,22.0,22.0,100,99078,404,0,0,2,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T21:00:00.000000,26.3,22.6,80,99078,409,0,0,11,1.3,7,7
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T22:00:00.000000,26.3,22.6,80,99078,416,0,0,30,1.2,7,7
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-05T23:00:00.000000,24.8,22.0,85,99078,417,0,0,9,1.3,8,8
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T00:00:00.000000,24.3,21.8,86,99078,409,0,0,358,1.2,8,8
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T01:00:00.000000,24.0,21.9,88,99078,402,0,0,350,1.2,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T02:00:00.000000,23.7,21.6,88,99078,403,0,0,348,1.4,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T03:00:00.000000,23.2,21.5,90,99078,407,0,0,338,1.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T04:00:00.000000,23.2,21.7,91,99078,406,0,0,321,1.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T05:00:00.000000,22.9,21.7,93,99077,398,0,0,311,1.6,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T06:00:00.000000,22.0,22.0,100,99085,409,72,20,304,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T07:00:00.000000,23.0,23.0,100,99092,403,147,55,318,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T08:00:00.000000,24.0,24.0,100,99107,402,133,101,360,1.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T09:00:00.000000,26.0,24.0,89,99107,408,142,193,360,1.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T10:00:00.000000,26.0,24.0,89,99114,410,148,282,40,1.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T11:00:00.000000,27.0,25.0,89,99099,418,251,326,150,2.6,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T12:00:00.000000,25.0,24.0,94,99085,426,362,322,250,3.1,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T13:00:00.000000,23.0,23.0,100,99092,420,395,281,360,2.6,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T14:00:00.000000,24.0,24.0,100,99099,440,317,244,344,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T15:00:00.000000,25.0,19.1,70,99121,430,180,214,341,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T16:00:00.000000,28.0,25.0,84,99107,439,98,147,316,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T17:00:00.000000,26.0,25.0,94,99085,423,29,64,360,2.6,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T18:00:00.000000,23.0,23.0,100,99085,418,0,18,224,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T19:00:00.000000,23.0,23.0,100,99085,416,0,0,270,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T20:00:00.000000,23.0,23.0,100,99085,414,0,0,274,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T21:00:00.000000,24.1,22.5,91,99085,412,0,0,256,1.2,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T22:00:00.000000,23.7,22.5,93,99085,399,0,0,226,0.9,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-06T23:00:00.000000,23.1,22.8,98,99085,403,0,0,156,0.3,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T00:00:00.000000,22.9,22.8,99,99085,413,0,0,1,0.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T01:00:00.000000,22.9,22.7,99,99085,412,0,0,340,0.5,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T02:00:00.000000,23.0,22.7,98,99085,419,0,0,313,0.9,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T03:00:00.000000,22.7,22.5,99,99085,419,0,0,301,1.1,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T04:00:00.000000,22.5,22.2,98,99085,419,0,0,274,1.2,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T05:00:00.000000,22.2,21.8,98,99085,414,0,0,272,1.4,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T06:00:00.000000,23.0,23.0,100,99085,414,8,30,277,0.0,10,10
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T07:00:00.000000,23.0,23.0,100,99085,417,94,93,286,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T08:00:00.000000,23.0,23.0,100,99092,415,239,150,295,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T09:00:00.000000,24.0,24.0,100,99099,412,246,211,299,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T10:00:00.000000,25.0,24.0,94,99114,418,288,252,310,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T11:00:00.000000,27.0,25.0,89,99121,415,539,228,330,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T12:00:00.000000,28.0,25.0,84,99129,415,684,224,330,2.6,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T13:00:00.000000,29.0,24.0,74,99136,418,731,199,360,3.1,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T14:00:00.000000,30.0,24.0,70,99143,425,734,139,315,0.0,9,9
Cruzeiro do Sul Intl AP,AC,-7.6,-72.769,194.2,baseline,2021,2017-01-07T15:00:00.000000,31.0,25.0,70,99136,415,649,132,60,2.1,9,9
